srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,vri_name1,total_incidents,geometry
5004M00000h27DOQAY,20-00870441,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-23T21:32:19Z,Open,2020-12-23T21:32:19Z,2020-12-31T21:32:19Z,Transportation,Service Response,"4203 SEIDEL AVE, Baltimore City, 21206",21206,BELAIR-EDISON,2,Northeastern,39.329393619801984,-76.56278206556922,NA,NA,NA,NA,2020-12-26,20:50:00,9S,4200 NICHOLAS AV,SHOOTING,Outside,FIREARM,422,NORTHEAST,BELAIR-EDISON,STREET,Northeastern,1,"c(-76.5627820655692, 39.329393619802)"
5004M00000epCa4QAE,20-00582062,SW-HGW,API,2020-08-26T19:04:02Z,Open,2020-08-26T19:04:02Z,2020-10-08T19:04:02Z,Solid Waste,Service Response,"15 S CAREY ST, Baltimore City, 21223",21223,HOLLINS MARKET,9,Southern,39.28797760191268,-76.63791817129481,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.6379181712948, 39.2879776019127)"
5004M00000gBQjTQAW,20-00809223,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-01T16:19:38Z,Open,2020-12-28T17:21:16Z,2020-12-08T16:19:38Z,Transportation,Service Response,"5 N CARROLLTON AVE, Baltimore City, 21223",21223,POPPLETON,9,Western,39.288974832450045,-76.63661523937633,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.6366152393763, 39.28897483245)"
5004M00000h0hYAQAY,20-00831087,SW-Cleaning,API,2020-12-09T22:18:10Z,Open,2020-12-09T22:18:10Z,2021-01-21T22:18:10Z,Solid Waste,Service Response,"1126 W BALTIMORE ST, Baltimore City, 21223",21223,POPPLETON,9,Western,39.28878490230022,-76.63655975813187,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.6365597581319, 39.2887849023002)"
5004M00000h0snpQAA,20-00835183,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-11T14:03:32Z,Open,2020-12-11T14:05:20Z,2020-12-18T14:03:32Z,Transportation,Service Response,"1218 W FAIRMOUNT AVE, Baltimore City, 21223",21223,POPPLETON,9,Western,39.289256280443794,-76.63740781281793,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.6374078128179, 39.2892562804438)"
5004M00000h1ro5QAA,20-00864316,SW-Boarding,API,2020-12-21T18:53:10Z,Open,2020-12-21T18:53:10Z,2020-12-31T18:53:10Z,Solid Waste,Service Response,"13 S CAREY ST, Baltimore City, 21223",21223,HOLLINS MARKET,9,Southern,39.28801435030534,-76.63794792866442,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.6379479286644, 39.2880143503053)"
5004M00000h1u5gQAA,20-00865379,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-22T01:56:25Z,Open,2020-12-22T02:00:23Z,2020-12-30T01:56:25Z,Transportation,Service Response,"1313 W FAYETTE ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.28953612000564,-76.63882025880896,NA,NA,NA,NA,2020-12-25,00:36:00,9S,0 S CAREY ST,SHOOTING,Outside,FIREARM,711,WESTERN,HOLLINS MARKET,STREET,Tri-District,1,"c(-76.638820258809, 39.2895361200056)"
5004M00000eoOjPQAU,20-00554583,SW-HGW,API,2020-08-18T20:03:43Z,Open,2020-08-18T20:03:43Z,2020-09-30T20:03:43Z,Solid Waste,Service Response,"5214 CUTHBERT AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34679792893469,-76.68168537452088,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6816853745209, 39.3467979289347)"
5004M00000epKeOQAU,20-00586362,SW-HGW,API,2020-08-27T19:03:22Z,Open,2020-08-27T19:03:22Z,2020-10-09T19:03:22Z,Solid Waste,Service Response,"5311 CORDELIA AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34779871292023,-76.6834423035864,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6834423035864, 39.3477987129202)"
5004M00000epL1wQAE,20-00586656,SW-HGW,API,2020-08-27T19:53:10Z,Open,2020-08-27T19:53:10Z,2020-10-09T19:53:10Z,Solid Waste,Service Response,"5307 CUTHBERT AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.348214982269255,-76.68261781256564,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6826178125656, 39.3482149822693)"
5004M00000epLD9QAM,20-00586787,SW-HGW,API,2020-08-27T20:18:31Z,Open,2020-08-27T20:18:31Z,2020-10-09T20:18:31Z,Solid Waste,Service Response,"5301 CUTHBERT AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.348138119640176,-76.68249739260749,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6824973926075, 39.3481381196402)"
5004M00000fWXlBQAW,20-00623577,SW-HGW,API,2020-09-10T20:23:12Z,Open,2020-09-10T20:23:12Z,2020-10-23T20:23:12Z,Solid Waste,Service Response,"5303 NELSON AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.3472519812595,-76.68408433552698,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.684084335527, 39.3472519812595)"
5004M00000fYufgQAC,20-00687792,SW-Cleaning,API,2020-10-07T15:18:30Z,Open,2020-10-07T15:18:30Z,2020-11-24T15:18:30Z,Solid Waste,Service Response,"5255 NELSON AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34612698384434,-76.68318662636862,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6831866263686, 39.3461269838443)"
5004M00000fYuWAQA0,20-00687701,SW-HGW,API,2020-10-07T15:08:33Z,Open,2020-10-07T15:08:33Z,2020-11-24T15:08:33Z,Solid Waste,Service Response,"5251 NELSON AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34602195848311,-76.6830761328907,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6830761328907, 39.3460219584831)"
5004M00000fZNfLQAW,20-00699635,SW-HGW,API,2020-10-13T13:58:30Z,Open,2020-10-13T13:58:30Z,2020-11-27T13:58:30Z,Solid Waste,Service Response,"3625 HAYWARD AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.347584220387546,-76.68203778939933,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6820377893993, 39.3475842203875)"
5004M00000gAg6qQAC,20-00791894,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-11-23T13:52:04Z,Open,2020-11-23T13:52:04Z,2020-11-30T13:52:04Z,Transportation,Service Response,"5318 NELSON AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34742172462335,-76.68480277763895,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.684802777639, 39.3474217246234)"
5004M00000gBwvOQAS,20-00821568,SW-Cleaning,API,2020-12-06T23:23:11Z,Open,2020-12-06T23:23:11Z,2021-01-18T23:23:11Z,Solid Waste,Service Response,"5258 CORDELIA AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34639100394046,-76.68261679453585,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6826167945358, 39.3463910039405)"
5004M00000gBwwgQAC,20-00821581,SW-Cleaning,API,2020-12-06T23:33:11Z,Open,2020-12-06T23:33:11Z,2021-01-18T23:33:11Z,Solid Waste,Service Response,"5261 CORDELIA AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34673248534444,-76.68237867488342,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6823786748834, 39.3467324853444)"
5004M00000h0zlWQAQ,20-00838712,SW-Cleaning,API,2020-12-13T13:03:23Z,Open,2020-12-13T13:03:23Z,2021-01-27T13:03:23Z,Solid Waste,Service Response,"3800 HAYWARD AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34729377290004,-76.68330241139437,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6833024113944, 39.3472937729)"
5004M00000h1MawQAE,20-00847973,TRS-48 Hour Parking/Abandoned Vehicle,Phone,2020-12-16T15:30:19Z,Open,2020-12-16T15:35:12Z,2020-12-23T15:30:19Z,Transportation,Service Response,"3800 HAYWARD AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.34729377290004,-76.68330241139437,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6833024113944, 39.3472937729)"
5004M00000h2DiXQAU,20-00873666,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-26T19:41:11Z,Open,2020-12-26T19:45:11Z,2021-01-04T19:41:11Z,Transportation,Service Response,"5327 NELSON AVE, Baltimore City, 21215",21215,ARLINGTON,5,Northwestern,39.347835712371726,-76.68471366830454,NA,NA,NA,NA,2020-12-25,10:40:00,9S,3800 HAYWARD AV,SHOOTING,Outside,FIREARM,633,NORTHWEST,ARLINGTON,STREET,Northwestern,1,"c(-76.6847136683045, 39.3478357123717)"
5004M00000dyfFaQAI,20-00344661,SW-Mixed Refuse,Phone,2020-06-12T21:05:22Z,New,2020-06-12T21:05:22Z,2020-06-15T21:05:22Z,Solid Waste,Service Response,"1436 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.305019914547735,-76.64490398280198,NA,NA,NA,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.644903982802, 39.3050199145477)"
5004M00000dyOdVQAU,20-00332491,SW-Mixed Refuse,Phone,2020-06-10T20:25:21Z,Open,2020-06-10T20:25:20Z,2020-06-11T20:25:20Z,Solid Waste,Service Response,"1360 N STRICKER ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.304817359724886,-76.64209230037724,NA,NA,NA,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.6420923003772, 39.3048173597249)"
5004M00000dyPpTQAU,20-00333785,SW-Mixed Refuse,Phone,2020-06-11T00:38:49Z,Open,2020-06-11T00:38:49Z,2020-06-12T00:38:49Z,Solid Waste,Service Response,"1348 N STRICKER ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30460528949616,-76.6420655557137,NA,NA,NA,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.6420655557137, 39.3046052894962)"
5004M00000eqNC4QAM,20-00617730,BGE-StLight(s) Out,Phone,2020-09-09T06:50:16Z,Open,2020-09-09T06:53:46Z,2020-09-13T06:50:15Z,BGE,BGE External System Receipt,"N MOUNT ST & PRESSTMAN ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30533544584801,-76.6447410345801,NA,2020-09-09T06:53:46Z,Received,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.6447410345801, 39.305335445848)"
5004M00000fa3B9QAI,20-00717742,SW-HGW,API,2020-10-20T17:58:11Z,Open,2020-10-20T17:58:11Z,2020-12-04T17:58:11Z,Solid Waste,Service Response,"1515 PRESSTMAN ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30527773818065,-76.64240204352978,NA,NA,NA,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.6424020435298, 39.3052777381806)"
5004M00000h18d3QAA,20-00842567,SW-HGW,API,2020-12-14T21:33:12Z,Open,2020-12-14T21:33:12Z,2021-01-28T21:33:12Z,Solid Waste,Service Response,"1426 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.30483963774821,-76.64488874270279,NA,NA,NA,NA,2020-12-25,06:16:35,1A,1600 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,734,WESTERN,SANDTOWN-WINCHESTER,STREET,NA,1,"c(-76.6448887427028, 39.3048396377482)"
5004M00000epEnFQAU,20-00583488,BGE-StLight(s) Out,Phone,2020-08-27T01:58:02Z,Open,2020-08-27T13:31:22Z,2020-08-31T01:58:02Z,BGE,Diagnose And/Or Repair,"W NORTHERN PKWY & W BELVEDERE AVE, BC",21209,COLDSPRING,6,Northern,39.35489699513313,-76.66221641621262,NA,2020-08-27T13:31:00Z,Safety/Access/Misc issues,NA,2020-12-24,18:30:00,9S,2400 W BELVEDERE AV,SHOOTING,Outside,FIREARM,532,NORTHERN,LEVINDALE,STREET,NA,1,"c(-76.6622164162126, 39.3548969951331)"
5004M00000g8cHTQAY,20-00742011,SW-HGW,API,2020-10-30T17:28:14Z,Open,2020-10-30T17:28:14Z,2020-12-16T17:28:14Z,Solid Waste,Service Response,"1922 HOPE ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31257148576849,-76.60188431692428,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6018843169243, 39.3125714857685)"
5004M00000g8cCEQAY,20-00741977,SW-HGW,API,2020-10-30T17:18:11Z,Open,2020-10-30T17:18:11Z,2020-12-16T17:18:11Z,Solid Waste,Service Response,"1920 HOPE ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31253926471159,-76.6018799854696,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6018799854696, 39.3125392647116)"
5004M00000g8cCTQAY,20-00741979,SW-HGW,API,2020-10-30T17:18:26Z,Open,2020-10-30T17:18:26Z,2020-12-16T17:18:26Z,Solid Waste,Service Response,"1918 HOPE ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.3125028335911,-76.60187400419967,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6018740041997, 39.3125028335911)"
5004M00000gAw2OQAS,20-00797960,SW-Cleaning,API,2020-11-25T12:43:09Z,Open,2020-11-25T12:43:09Z,2021-01-07T12:43:09Z,Solid Waste,Service Response,"1913 AISQUITH ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31241399738663,-76.60245450741255,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6024545074125, 39.3124139973866)"
5004M00000gBtAVQA0,20-00819465,SW-Cleaning,API,2020-12-04T22:28:11Z,Open,2020-12-04T22:28:11Z,2021-01-18T22:28:11Z,Solid Waste,Service Response,"2048 KENNEDY AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.314120940913256,-76.6037605706693,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6037605706693, 39.3141209409133)"
5004M00000h0wUJQAY,20-00837090,SW-HGW,API,2020-12-11T20:53:11Z,Open,2020-12-11T20:53:11Z,2021-01-27T20:53:11Z,Solid Waste,Service Response,"1903 CECIL AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31214375875619,-76.60497410908788,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6049741090879, 39.3121437587562)"
5004M00000h1Tr4QAE,20-00850603,SW-Cleaning,API,2020-12-17T14:13:10Z,Open,2020-12-17T14:13:10Z,2021-02-02T14:13:10Z,Solid Waste,Service Response,"1014 E 20TH ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31287918182588,-76.60474413643273,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6047441364327, 39.3128791818259)"
5004M00000h1TrwQAE,20-00850575,SW-Cleaning,API,2020-12-17T14:08:10Z,Open,2020-12-17T14:08:10Z,2021-02-02T14:08:10Z,Solid Waste,Service Response,"1012 E 20TH ST, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31287615532537,-76.60480040396037,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6048004039604, 39.3128761553254)"
5004M00000h25upQAA,20-00869675,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-23T18:13:24Z,Open,2020-12-23T18:15:14Z,2020-12-31T18:13:24Z,Transportation,Service Response,"2023 CECIL AVE, Baltimore City, 21218",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.313580598837916,-76.60498484944017,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.6049848494402, 39.3135805988379)"
5004M00000h2BQRQA2,20-00872374,HCD-Sanitation Property,API,2020-12-24T20:51:30Z,Open,2020-12-28T21:08:34Z,2021-01-03T20:51:30Z,Housing,Service Response,"2018 ROBB ST, BC",21218,EAST BALTIMORE MIDWAY,12,Eastern,39.31330753123553,-76.60331465409298,NA,NA,NA,NA,2020-12-24,11:22:00,1A,2000 ROBB ST,HOMICIDE,Outside,FIREARM,312,EASTERN,EAST BALTIMORE MIDWAY,VEHICLE,Eastern 1,1,"c(-76.603314654093, 39.3133075312355)"
5004M00000dyfFaQAI,20-00344661,SW-Mixed Refuse,Phone,2020-06-12T21:05:22Z,New,2020-06-12T21:05:22Z,2020-06-15T21:05:22Z,Solid Waste,Service Response,"1436 N MOUNT ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,7,Western,39.305019914547735,-76.64490398280198,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.644903982802, 39.3050199145477)"
5004M00000dyoImQAI,20-00351563,SW-Mixed Refuse,API,2020-06-15T13:05:56Z,New,2020-06-15T13:05:56Z,2020-06-16T13:05:56Z,Solid Waste,Service Response,"1633 LAURENS ST, Baltimore City, 21217",21217,SANDTOWN-WINCHESTER,9,Western,39.30300971401505,-76.64445521098943,NA,NA,NA,NA,2020-12-23,14:02:06,1O,1300 N MOUNT ST,HOMICIDE,Inside,OTHER,724,WESTERN,SANDTOWN-WINCHESTER,DWELLING,NA,1,"c(-76.6444552109894, 39.303009714015)"
