srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,vri_name1,geometry
5004M00000gBcmXQAS,20-00813865,SW-Cleaning,API,2020-12-02T21:33:10Z,Open,2020-12-02T21:33:10Z,2021-01-14T21:33:10Z,Solid Waste,Service Response,"233 N MONROE ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.29147222783314,-76.64694929846542,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6469492984654, 39.2914722278331)"
5004M00000gBgQ1QAK,20-00814568,SW-Cleaning,API,2020-12-03T13:48:16Z,Open,2020-12-03T13:48:16Z,2021-01-15T13:48:16Z,Solid Waste,Service Response,"1843 W FAYETTE ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.289341422496776,-76.64665749636374,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6466574963637, 39.2893414224968)"
5004M00000gBjgwQAC,20-00815830,SW-HGW,API,2020-12-03T18:53:21Z,Open,2020-12-03T18:53:21Z,2021-01-15T18:53:21Z,Solid Waste,Service Response,"18 N MONROE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28897227496056,-76.64714267998455,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6471426799846, 39.2889722749606)"
5004M00000gBmOAQA0,20-00816988,SW-Cleaning,API,2020-12-04T03:10:13Z,Open,2020-12-04T03:10:13Z,2021-01-16T03:10:13Z,Solid Waste,Service Response,"1828 W LEXINGTON ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.29069270669227,-76.64658563008143,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6465856300814, 39.2906927066923)"
5004M00000gCABeQAO,20-00826225,SW-Cleaning,API,2020-12-08T16:43:25Z,Open,2020-12-08T16:43:25Z,2021-01-20T16:43:25Z,Solid Waste,Service Response,"1941 W FAYETTE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.28930491136852,-76.64810513473442,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6481051347344, 39.2893049113685)"
5004M00000h0fjpQAA,20-00830095,SW-Boarding,API,2020-12-09T18:43:22Z,Open,2020-12-09T18:43:21Z,2020-12-18T18:43:21Z,Solid Waste,Service Response,"1946 W LEXINGTON ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.29061958787466,-76.64868404606871,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6486840460687, 39.2906195878747)"
5004M00000h1gmzQAA,20-00858923,BGE-StLight(s) Out,Phone,2020-12-18T18:06:07Z,Open,2020-12-18T18:13:49Z,2020-12-22T18:06:06Z,BGE,BGE External System Receipt,"200 N MONROE ST, Baltimore City, 21223",21223,PENROSE/FAYETTE STREET OUTREACH,9,Western,39.29066771116393,-76.64722361473282,NA,2020-12-18T18:13:49Z,Received,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6472236147328, 39.2906677111639)"
5004M00000h1iGgQAI,20-00860021,SW-Cleaning,API,2020-12-18T20:58:16Z,Open,2020-12-18T20:58:16Z,2021-02-03T20:58:16Z,Solid Waste,Service Response,"1835 W LEXINGTON ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.290441617505785,-76.6465278948252,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6465278948252, 39.2904416175058)"
5004M00000h1mOAQAY,20-00862404,SW-Boarding,API,2020-12-20T23:58:09Z,Open,2020-12-20T23:58:09Z,2020-12-30T23:58:09Z,Solid Waste,Service Response,"111 N MONROE ST, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.28998182393434,-76.64684752583354,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.6468475258335, 39.2899818239343)"
5004M00000h1mROQAY,20-00862432,SW-Boarding,API,2020-12-21T00:33:09Z,Open,2020-12-21T00:33:09Z,2020-12-31T00:33:09Z,Solid Waste,Service Response,"1826 W FAIRMOUNT AVE, Baltimore City, 21223",21223,FRANKLIN SQUARE,9,Western,39.28902192667397,-76.64621411541901,NA,NA,NA,NA,2020-12-19,13:29:00,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,714,WESTERN,PENROSE/FAYETTE STREET OUTREACH,VEHICLE,1,NA,"c(-76.646214115419, 39.289021926674)"
5004M00000e1XvAQAU,20-00442248,SW-HGW,API,2020-07-14T18:53:19Z,Open,2020-07-14T18:53:19Z,2020-08-25T18:53:19Z,Solid Waste,Service Response,"1408 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30055624841095,-76.63306285336964,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6330628533696, 39.3005562484109)"
5004M00000edxKPQAY,20-00462547,SW-HGW,API,2020-07-21T20:25:38Z,Open,2020-07-21T20:25:38Z,2020-09-01T20:25:38Z,Solid Waste,Service Response,"1403 SHIELDS PL, Baltimore City, 21217",21217,UPTON,11,Central,39.30038801140013,-76.63330098129872,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6333009812987, 39.3003880114001)"
5004M00000eoTJSQA2,20-00556742,SW-HGW,API,2020-08-19T13:48:22Z,Open,2020-08-19T13:48:22Z,2020-10-01T13:48:22Z,Solid Waste,Service Response,"1011 N FREMONT AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30091706686328,-76.6352659967582,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6352659967582, 39.3009170668633)"
5004M00000fa3XlQAI,20-00718043,SW-HGW,API,2020-10-20T18:58:20Z,Open,2020-10-20T18:58:20Z,2020-12-04T18:58:20Z,Solid Waste,Service Response,"1435 MYRTLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30055211283733,-76.63426892623637,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6342689262364, 39.3005521128373)"
5004M00000faIkMQAU,20-00724381,SW-HGW,API,2020-10-22T19:18:20Z,Open,2020-10-22T19:18:20Z,2020-12-08T19:18:20Z,Solid Waste,Service Response,"1418 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30073407255874,-76.63324750300718,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6332475030072, 39.3007340725587)"
5004M00000gBairQAC,20-00812838,SW-Cleaning,API,2020-12-02T17:48:18Z,Open,2020-12-02T17:48:18Z,2021-01-14T17:48:18Z,Solid Waste,Service Response,"1424 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30084393701012,-76.63338863394009,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6333886339401, 39.3008439370101)"
5004M00000gBaSRQA0,20-00812796,SW-Cleaning,API,2020-12-02T17:38:18Z,Open,2020-12-02T17:38:18Z,2021-01-14T17:38:18Z,Solid Waste,Service Response,"1426 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.300877628554495,-76.63343823323461,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6334382332346, 39.3008776285545)"
5004M00000gBawoQAC,20-00812927,SW-HGW,API,2020-12-02T18:09:07Z,Open,2020-12-02T18:09:07Z,2021-01-14T18:09:07Z,Solid Waste,Service Response,"1410 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.300605511121105,-76.63309111542176,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6330911154218, 39.3006055111211)"
5004M00000gBb7hQAC,20-00812986,SW-HGW,API,2020-12-02T18:28:12Z,Open,2020-12-02T18:28:12Z,2021-01-14T18:28:12Z,Solid Waste,Service Response,"1412 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30063886332221,-76.63312449521176,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6331244952118, 39.3006388633222)"
5004M00000gBb8BQAS,20-00812989,SW-Cleaning,API,2020-12-02T18:28:39Z,Open,2020-12-02T18:28:39Z,2021-01-14T18:28:39Z,Solid Waste,Service Response,"1414 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30066923040614,-76.63318637431829,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6331863743183, 39.3006692304061)"
5004M00000gBiHWQA0,20-00815292,SW-Cleaning,API,2020-12-03T16:48:12Z,Open,2020-12-03T16:48:11Z,2021-01-15T16:48:11Z,Solid Waste,Service Response,"1541 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30219015864551,-76.63448099094732,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6344809909473, 39.3021901586455)"
5004M00000gBkuwQAC,20-00816505,SW-Cleaning,API,2020-12-03T21:03:42Z,Open,2020-12-03T21:03:41Z,2021-01-15T21:03:41Z,Solid Waste,Service Response,"1528 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30175538819129,-76.63453003294642,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6345300329464, 39.3017553881913)"
5004M00000gBlvSQAS,20-00816860,SW-Cleaning,API,2020-12-04T00:23:10Z,Open,2020-12-04T00:23:10Z,2021-01-16T00:23:10Z,Solid Waste,Service Response,"1526 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.301704933641375,-76.63451980574735,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6345198057473, 39.3017049336414)"
5004M00000gC0RfQAK,20-00822524,SW-Cleaning,API,2020-12-07T14:53:10Z,Open,2020-12-07T14:53:10Z,2021-01-19T14:53:10Z,Solid Waste,Service Response,"641 PITCHER ST, Baltimore City, 21217",21217,UPTON,11,Central,39.30174191929843,-76.63546305587549,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6354630558755, 39.3017419192984)"
5004M00000gC0RRQA0,20-00822539,SW-Cleaning,API,2020-12-07T14:58:10Z,Open,2020-12-07T14:58:10Z,2021-01-19T14:58:10Z,Solid Waste,Service Response,"631 PITCHER ST, Baltimore City, 21217",21217,UPTON,11,Central,39.30185669457104,-76.63531749140903,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.635317491409, 39.301856694571)"
5004M00000h13geQAA,20-00839823,SW-Boarding,API,2020-12-14T13:38:10Z,Open,2020-12-14T13:38:10Z,2020-12-23T13:38:10Z,Solid Waste,Service Response,"1520 ARGYLE AVE, Baltimore City, 21217",21217,UPTON,11,Central,39.30162761579572,-76.63442564764728,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6344256476473, 39.3016276157957)"
5004M00000h1MvlQAE,20-00848165,SW-Cleaning,API,2020-12-16T16:18:20Z,Open,2020-12-16T16:18:20Z,2021-02-01T16:18:20Z,Solid Waste,Service Response,"710 MOSHER ST, Baltimore City, 21217",21217,UPTON,11,Central,39.300472069209995,-76.63501822099661,NA,NA,NA,NA,2020-12-19,16:05:00,9S,1500 SHIELDS PL,SHOOTING,Outside,FIREARM,123,CENTRAL,UPTON,ALLEY,1,Central,"c(-76.6350182209966, 39.30047206921)"
5004M00000en8G2QAI,20-00509466,SW-HGW,API,2020-08-05T17:38:08Z,Open,2020-08-05T17:38:08Z,2020-09-17T17:38:08Z,Solid Waste,Service Response,"514 N STRICKER ST, Baltimore City, 21223",21223,HARLEM PARK,9,Western,39.29449522455119,-76.64143356888556,NA,NA,NA,NA,2020-12-16,02:54:00,1A,1400 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,VEHICLE,1,Central,"c(-76.6414335688856, 39.2944952245512)"
5004M00000gBhvFQAS,20-00815115,SW-HGW,API,2020-12-03T16:03:32Z,Open,2020-12-03T16:03:31Z,2021-01-15T16:03:31Z,Solid Waste,Service Response,"514 N CAREY ST, Baltimore City, 21223",21223,HARLEM PARK,9,Western,39.29464950434591,-76.63865420131994,NA,NA,NA,NA,2020-12-16,02:54:00,1A,1400 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,VEHICLE,1,Central,"c(-76.6386542013199, 39.2946495043459)"
5004M00000gBhY2QAK,20-00815169,SW-Cleaning,API,2020-12-03T16:13:14Z,Open,2020-12-03T16:13:14Z,2021-01-15T16:13:14Z,Solid Waste,Service Response,"518 N CAREY ST, Baltimore City, 21223",21223,HARLEM PARK,9,Western,39.29473977241342,-76.6386666080408,NA,NA,NA,NA,2020-12-16,02:54:00,1A,1400 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,VEHICLE,1,Central,"c(-76.6386666080408, 39.2947397724134)"
5004M00000gBi4CQAS,20-00815171,SW-Cleaning,API,2020-12-03T16:13:22Z,Open,2020-12-03T16:13:22Z,2021-01-15T16:13:22Z,Solid Waste,Service Response,"520 N CAREY ST, Baltimore City, 21223",21223,HARLEM PARK,9,Western,39.29478136817289,-76.63866522859662,NA,NA,NA,NA,2020-12-16,02:54:00,1A,1400 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,VEHICLE,1,Central,"c(-76.6386652285966, 39.2947813681729)"
5004M00000h0mG6QAI,20-00832494,SW-Cleaning,API,2020-12-10T16:08:51Z,Open,2020-12-10T16:08:51Z,2021-01-26T16:08:51Z,Solid Waste,Service Response,"512 N STRICKER ST, Baltimore City, 21223",21223,HARLEM PARK,9,Western,39.29444754544294,-76.64142881256207,NA,NA,NA,NA,2020-12-16,02:54:00,1A,1400 W FRANKLIN ST,HOMICIDE,Outside,FIREARM,713,WESTERN,HARLEM PARK,VEHICLE,1,Central,"c(-76.6414288125621, 39.2944475454429)"
5004M00000fYvlbQAC,20-00688497,SW-Cleaning,API,2020-10-07T16:58:10Z,Open,2020-10-07T16:58:09Z,2020-11-24T16:58:09Z,Solid Waste,Service Response,"2408 E CHASE ST, Baltimore City, 21213",21213,BIDDLE STREET,13,Eastern,39.30380652786802,-76.58368241317321,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5836824131732, 39.303806527868)"
5004M00000gAk9cQAC,20-00793688,SW-HGW,API,2020-11-23T19:48:30Z,Open,2020-11-23T19:48:30Z,2021-01-05T19:48:30Z,Solid Waste,Service Response,"2413 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30563854007965,-76.58367793273855,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5836779327386, 39.3056385400796)"
5004M00000gAk9dQAC,20-00793793,SW-HGW,API,2020-11-23T20:08:11Z,Open,2020-11-23T20:08:11Z,2021-01-05T20:08:11Z,Solid Waste,Service Response,"2423 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30564580147376,-76.58348764945102,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.583487649451, 39.3056458014738)"
5004M00000gAkFGQA0,20-00793760,SW-HGW,API,2020-11-23T19:58:10Z,Open,2020-11-23T19:58:10Z,2021-01-05T19:58:10Z,Solid Waste,Service Response,"2415 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30563723236658,-76.58362354125498,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.583623541255, 39.3056372323666)"
5004M00000gAkFQQA0,20-00793761,SW-HGW,API,2020-11-23T19:58:18Z,Open,2020-11-23T19:58:18Z,2021-01-05T19:58:18Z,Solid Waste,Service Response,"2419 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30564124379022,-76.58357339570055,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5835733957006, 39.3056412437902)"
5004M00000gAkFVQA0,20-00793762,SW-HGW,API,2020-11-23T19:58:26Z,Open,2020-11-23T19:58:26Z,2021-01-05T19:58:26Z,Solid Waste,Service Response,"2421 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.30564358884531,-76.58353187718996,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.58353187719, 39.3056435888453)"
5004M00000gBTiaQAG,20-00810677,SW-HGW,API,2020-12-01T20:53:10Z,Open,2020-12-01T20:53:10Z,2021-01-13T20:53:10Z,Solid Waste,Service Response,"2411 E PRESTON ST, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.3056296564592,-76.5837279265541,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5837279265541, 39.3056296564592)"
5004M00000gBpcBQAS,20-00818060,TRS-48 Hour Parking/Abandoned Vehicle,API,2020-12-04T16:36:11Z,Open,2020-12-04T16:36:10Z,2020-12-11T16:36:10Z,Transportation,Service Response,"2400 BLK E BIDDLE ST, Baltimore City, 21213",21213,BIDDLE STREET,13,Eastern,39.30473396128933,-76.58302493973461,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5830249397346, 39.3047339612893)"
5004M00000gCAJEQA4,20-00826278,SW-HGW,API,2020-12-08T16:53:39Z,Open,2020-12-08T16:53:38Z,2021-01-20T16:53:38Z,Solid Waste,Service Response,"1203 N MONTFORD AVE, Baltimore City, 21213",21213,BROADWAY EAST,13,Eastern,39.304858856164365,-76.58390046743074,NA,NA,NA,NA,2020-12-16,23:15:00,9S,1200 N MILTON AV,SHOOTING,Outside,FIREARM,331,EASTERN,BROADWAY EAST,STREET,1,Eastern 2,"c(-76.5839004674307, 39.3048588561644)"
