srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,crimetime,vri_name1,geometry
5004M00000fYHWGQA4,20-00671803,SW-Cleaning,API,2020-09-30T16:04:08Z,Open,2020-09-30T16:04:08Z,2020-11-16T16:04:08Z,Solid Waste,Service Response,"904 E EAGER ST, Baltimore City, 21202",21202,JOHNSTON SQUARE,12,Eastern,39.30159196544062,-76.60467128246839,NA,NA,NA,NA,2020-10-07,9S,900 E EAGER ST,SHOOTING,Outside,FIREARM,313,EASTERN,JOHNSTON SQUARE,STREET,1,23:45:00,NA,"c(-76.6046712824684, 39.3015919654406)"
5004M00000fZkjbQAC,20-00709060,SW-Dirty Street,API,2020-10-16T16:31:49Z,New,2020-10-16T16:31:49Z,2020-10-27T16:31:49Z,Solid Waste,Service Response,"CATON AVE & WILKENS AVE, Baltimore City, 21229",21229,VIOLETVILLE,10,Southwestern,39.27384809875437,-76.67148299717213,NA,NA,NA,NA,2020-10-06,1A,900 S CATON AV,HOMICIDE,Outside,FIREARM,832,SOUTHWEST,VIOLETVILLE,HOSPITAL,1,00:00:00,NA,"c(-76.6714829971721, 39.2738480987544)"
5004M00000efA5RQAU,20-00502926,SW-HGW,API,2020-08-03T17:38:10Z,Open,2020-08-03T17:38:10Z,2020-09-15T17:38:10Z,Solid Waste,Service Response,"3401 KENYON AVE, Baltimore City, 21213",21213,BELAIR-EDISON,13,Northeastern,39.32211691386741,-76.56508234389838,NA,NA,NA,NA,2020-10-06,9S,3400 KENYON AV,SHOOTING,Outside,FIREARM,432,NORTHEAST,BELAIR-EDISON,STREET,1,20:12:00,Northeastern,"c(-76.5650823438984, 39.3221169138674)"
5004M00000eodGTQAY,20-00562232,SW-HGW,API,2020-08-20T17:28:10Z,Open,2020-08-20T17:28:10Z,2020-10-02T17:28:10Z,Solid Waste,Service Response,"920 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29858131474788,-76.66528447031764,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6652844703176, 39.2985813147479)"
5004M00000eojdxQAA,20-00565702,SW-HGW,API,2020-08-21T15:13:12Z,Open,2020-08-21T15:13:12Z,2020-10-05T15:13:12Z,Solid Waste,Service Response,"906 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29824327919544,-76.66526440216387,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6652644021639, 39.2982432791954)"
5004M00000eojiTQAQ,20-00565748,SW-HGW,API,2020-08-21T15:23:11Z,Open,2020-08-21T15:23:11Z,2020-10-05T15:23:11Z,Solid Waste,Service Response,"925 POPLAR GROVE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29885832093141,-76.66500422244032,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6650042224403, 39.2988583209314)"
5004M00000eojpFQAQ,20-00565804,SW-HGW,API,2020-08-21T15:33:11Z,Open,2020-08-21T15:33:11Z,2020-10-05T15:33:10Z,Solid Waste,Service Response,"931 POPLAR GROVE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.299074374994895,-76.66501423168721,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6650142316872, 39.2990743749949)"
5004M00000fXPqOQAW,20-00648069,SW-Cleaning,API,2020-09-21T16:48:12Z,Open,2020-09-21T16:48:12Z,2020-11-04T16:48:12Z,Solid Waste,Service Response,"2900 MOSHER ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.2992939245699,-76.66575805281299,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.665758052813, 39.2992939245699)"
5004M00000fXRCBQA4,20-00648886,SW-HGW,API,2020-09-21T19:43:30Z,Open,2020-09-21T19:43:30Z,2020-11-04T19:43:30Z,Solid Waste,Service Response,"2901 MOSHER ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29905404750562,-76.66574268028717,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6657426802872, 39.2990540475056)"
5004M00000fXcovQAC,20-00653763,SW-HGW,API,2020-09-23T13:28:50Z,Open,2020-09-23T13:28:50Z,2020-11-06T13:28:50Z,Solid Waste,Service Response,"2874 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297336722282175,-76.66486036572573,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6648603657257, 39.2973367222822)"
5004M00000fXcUCQA0,20-00653601,SW-HGW,API,2020-09-23T12:53:34Z,Open,2020-09-23T12:53:34Z,2020-11-06T12:53:34Z,Solid Waste,Service Response,"2876 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297335654592395,-76.6649113279111,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6649113279111, 39.2973356545924)"
5004M00000fXed6QAC,20-00654657,SW-HGW,API,2020-09-23T16:28:28Z,Open,2020-09-23T16:28:28Z,2020-11-06T16:28:27Z,Solid Waste,Service Response,"932 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.2988242569371,-76.66531053905354,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6653105390535, 39.2988242569371)"
5004M00000fXeeuQAC,20-00654692,SW-HGW,API,2020-09-23T16:38:11Z,Open,2020-09-23T16:38:10Z,2020-11-06T16:38:10Z,Solid Waste,Service Response,"934 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.298881790794496,-76.66531562368475,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6653156236847, 39.2988817907945)"
5004M00000fXfyyQAC,20-00655403,SW-HGW,API,2020-09-23T19:23:45Z,Open,2020-09-23T19:23:45Z,2020-11-06T19:23:45Z,Solid Waste,Service Response,"823 POPLAR GROVE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29756136752395,-76.66490540457784,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6649054045778, 39.2975613675239)"
5004M00000fXg3eQAC,20-00655450,SW-HGW,API,2020-09-23T19:33:43Z,Open,2020-09-23T19:33:43Z,2020-11-06T19:33:43Z,Solid Waste,Service Response,"2866 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29734987942066,-76.6646327326079,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6646327326079, 39.2973498794207)"
5004M00000fXg3UQAS,20-00655449,SW-HGW,API,2020-09-23T19:33:34Z,Open,2020-09-23T19:33:34Z,2020-11-06T19:33:34Z,Solid Waste,Service Response,"2868 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29734475340613,-76.66468264917458,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6646826491746, 39.2973447534061)"
5004M00000fXg52QAC,20-00655525,SW-HGW,API,2020-09-23T19:53:54Z,Open,2020-09-23T19:53:54Z,2020-11-06T19:53:54Z,Solid Waste,Service Response,"2858 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29735291695672,-76.66441061726673,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6644106172667, 39.2973529169567)"
5004M00000fXg7qQAC,20-00655487,SW-HGW,API,2020-09-23T19:43:19Z,Open,2020-09-23T19:43:19Z,2020-11-06T19:43:18Z,Solid Waste,Service Response,"2862 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.2973525196768,-76.66452502836609,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6645250283661, 39.2973525196768)"
5004M00000fXfuDQAS,20-00655367,SW-HGW,API,2020-09-23T19:13:42Z,Open,2020-09-23T19:13:42Z,2020-11-06T19:13:42Z,Solid Waste,Service Response,"914 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29846547730325,-76.66527159458576,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6652715945858, 39.2984654773033)"
5004M00000fXk28QAC,20-00656809,SW-HGW,API,2020-09-24T13:28:22Z,Open,2020-09-24T13:28:22Z,2020-11-09T13:28:22Z,Solid Waste,Service Response,"2856 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297356495234894,-76.66434820845365,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6643482084536, 39.2973564952349)"
5004M00000fXkdiQAC,20-00657108,SW-HGW,API,2020-09-24T14:29:20Z,Open,2020-09-24T14:29:20Z,2020-11-09T14:29:20Z,Solid Waste,Service Response,"2854 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297359063759934,-76.66429872503242,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6642987250324, 39.2973590637599)"
5004M00000fXkiiQAC,20-00657146,SW-HGW,API,2020-09-24T14:38:12Z,Open,2020-09-24T14:38:12Z,2020-11-09T14:38:12Z,Solid Waste,Service Response,"2852 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297360628049624,-76.66423435464974,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6642343546497, 39.2973606280496)"
5004M00000fXkjWQAS,20-00657155,SW-HGW,API,2020-09-24T14:39:00Z,Open,2020-09-24T14:39:00Z,2020-11-09T14:39:00Z,Solid Waste,Service Response,"2850 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297361386743916,-76.66418446843082,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6641844684308, 39.2973613867439)"
5004M00000fY0FjQAK,20-00664475,SW-HGW,API,2020-09-28T12:33:14Z,Open,2020-09-28T12:33:14Z,2020-11-12T12:33:14Z,Solid Waste,Service Response,"2848 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.297360062477516,-76.66412576756366,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6641257675637, 39.2973600624775)"
5004M00000fY7SkQAK,20-00667573,SW-HGW,API,2020-09-29T12:43:24Z,Open,2020-09-29T12:43:24Z,2020-11-13T12:43:24Z,Solid Waste,Service Response,"1000 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29930776867158,-76.66536515676596,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.665365156766, 39.2993077686716)"
5004M00000fY9XhQAK,20-00668663,SW-HGW,API,2020-09-29T16:08:16Z,Open,2020-09-29T16:08:16Z,2020-11-13T16:08:16Z,Solid Waste,Service Response,"1002 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.299348282946816,-76.66537048693823,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6653704869382, 39.2993482829468)"
5004M00000fY8tEQAS,20-00668430,SW-HGW,API,2020-09-29T15:28:12Z,Open,2020-09-29T15:28:12Z,2020-11-13T15:28:12Z,Solid Waste,Service Response,"2836 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29737057108319,-76.66378660638478,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6637866063848, 39.2973705710832)"
5004M00000fYGGkQAO,20-00671145,SW-HGW,API,2020-09-30T13:53:21Z,Open,2020-09-30T13:53:21Z,2020-11-16T13:53:21Z,Solid Waste,Service Response,"2832 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29737024553437,-76.66368084991814,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6636808499181, 39.2973702455344)"
5004M00000fYGi0QAG,20-00671342,SW-HGW,API,2020-09-30T14:33:27Z,Open,2020-09-30T14:33:27Z,2020-11-16T14:33:27Z,Solid Waste,Service Response,"1004 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.299387980591106,-76.66537520739617,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6653752073962, 39.2993879805911)"
5004M00000fYOVVQA4,20-00674438,SW-HGW,API,2020-10-01T15:13:11Z,Open,2020-10-01T15:13:11Z,2020-11-17T15:13:11Z,Solid Waste,Service Response,"940 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.29900556280198,-76.66532188912016,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6653218891202, 39.299005562802)"
5004M00000fYnMCQA0,20-00684794,SW-HGW,API,2020-10-06T15:28:36Z,Open,2020-10-06T15:28:36Z,2020-11-20T15:28:36Z,Solid Waste,Service Response,"2847 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29699929920295,-76.66420769275284,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6642076927528, 39.296999299203)"
5004M00000fYnRSQA0,20-00684840,SW-HGW,API,2020-10-06T15:38:18Z,Open,2020-10-06T15:38:18Z,2020-11-20T15:38:18Z,Solid Waste,Service Response,"2849 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.296993279308595,-76.66432260596987,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6643226059699, 39.2969932793086)"
5004M00000fYvAfQAK,20-00688138,SW-HGW,API,2020-10-07T15:58:51Z,Open,2020-10-07T15:58:51Z,2020-11-24T15:58:51Z,Solid Waste,Service Response,"2873 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29698247826075,-76.66484800590598,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.664848005906, 39.2969824782608)"
5004M00000fYtd9QAC,20-00687190,SW-HGW,API,2020-10-07T13:59:16Z,Open,2020-10-07T13:59:16Z,2020-11-24T13:59:16Z,Solid Waste,Service Response,"2861 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.296983490772774,-76.66459456890551,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6645945689055, 39.2969834907728)"
5004M00000fYu8vQAC,20-00687468,SW-HGW,API,2020-10-07T14:38:10Z,Open,2020-10-07T14:38:10Z,2020-11-24T14:38:10Z,Solid Waste,Service Response,"2869 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.29698331144503,-76.66476377428614,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6647637742861, 39.296983311445)"
5004M00000fYuOyQAK,20-00687637,SW-HGW,API,2020-10-07T14:58:55Z,Open,2020-10-07T14:58:54Z,2020-11-24T14:58:54Z,Solid Waste,Service Response,"2871 W LANVALE ST, Baltimore City, 21216",21216,MOSHER,9,Western,39.2969756555299,-76.66480496448902,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.664804964489, 39.2969756555299)"
5004M00000fZ4fiQAC,20-00692573,HCD-Illegal Dumping,Phone,2020-10-08T21:11:37Z,New,2020-10-08T21:11:37Z,2020-10-13T21:11:37Z,Housing,Service Response,"2900 W LAFAYETTE AVE, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.298096026289315,-76.6660991452137,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6660991452137, 39.2980960262893)"
5004M00000fZXWUQA4,20-00703988,SW-HGW,API,2020-10-14T18:23:10Z,Open,2020-10-14T18:23:10Z,2020-11-30T18:23:10Z,Solid Waste,Service Response,"918 POPLAR GROVE ST, Baltimore City, 21216",21216,FRANKLINTOWN ROAD,9,Southwestern,39.298524233348175,-76.66527542668166,NA,NA,NA,NA,2020-10-06,9S,900 POPLAR GROVE ST,SHOOTING,Outside,FIREARM,814,SOUTHWEST,FRANKLINTOWN ROAD,CHURCH,1,21:46:00,NA,"c(-76.6652754266817, 39.2985242333482)"
5004M00000dYcILQA0,20-00312103,SW-HGW,API,2020-06-03T17:58:36Z,Open,2020-06-03T17:58:36Z,2020-07-15T17:58:36Z,Solid Waste,Service Response,"603 ALLENDALE ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29444998154134,-76.67817506156133,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6781750615613, 39.2944499815413)"
5004M00000dzbQOQAY,20-00378669,SW-HGW,API,2020-06-23T17:48:10Z,Open,2020-06-23T17:48:10Z,2020-08-04T17:48:10Z,Solid Waste,Service Response,"629 LINNARD ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29501273130776,-76.67625355377092,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6762535537709, 39.2950127313078)"
5004M00000e0MLxQAM,20-00402660,SW-HGW,API,2020-07-01T16:53:30Z,Open,2020-07-01T16:53:30Z,2020-08-13T16:53:30Z,Solid Waste,Service Response,"607 N GRANTLEY ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29460132863776,-76.67701436688998,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.67701436689, 39.2946013286378)"
5004M00000e0Mx2QAE,20-00402946,SW-HGW,API,2020-07-01T17:53:19Z,Open,2020-07-01T17:53:19Z,2020-08-13T17:53:19Z,Solid Waste,Service Response,"3603 EDMONDSON AVE, Baltimore City, 21229",21229,ALLENDALE,8,Southwestern,39.29370547897014,-76.6771795056692,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6771795056692, 39.2937054789701)"
5004M00000e0s6eQAA,20-00419782,SW-HGW,API,2020-07-07T16:28:52Z,Open,2020-07-07T16:28:52Z,2020-08-18T16:28:52Z,Solid Waste,Service Response,"608 LINNARD ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29466429474628,-76.67664817688205,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6766481768821, 39.2946642947463)"
5004M00000e1R4uQAE,20-00439174,SW-HGW,API,2020-07-13T19:18:30Z,Open,2020-07-13T19:18:29Z,2020-08-24T19:18:29Z,Solid Waste,Service Response,"605 N GRANTLEY ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29454429413916,-76.67701089896734,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6770108989673, 39.2945442941392)"
5004M00000eer19QAA,20-00491528,SW-HGW,API,2020-07-30T18:48:09Z,Open,2020-07-30T18:48:09Z,2020-09-11T18:48:09Z,Solid Waste,Service Response,"604 LINNARD ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.294554493749345,-76.67664534074484,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6766453407448, 39.2945544937493)"
5004M00000eeWcwQAE,20-00482558,BGE-StLight(s) Out,Phone,2020-07-28T00:20:46Z,Open,2020-07-29T17:02:16Z,2020-08-01T00:20:46Z,BGE,Diagnose And/Or Repair,"700 N GRANTLEY ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29535683365565,-76.67745379158882,NA,2020-07-29T17:02:00Z,Safety/Access/Misc issues,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6774537915888, 39.2953568336557)"
5004M00000efBSuQAM,20-00503856,SW-HGW,API,2020-08-03T20:28:24Z,Open,2020-08-03T20:28:24Z,2020-09-15T20:28:24Z,Solid Waste,Service Response,"605 LINNARD ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29432809385459,-76.6762144796354,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6762144796354, 39.2943280938546)"
5004M00000eoOFjQAM,20-00554250,SW-HGW,API,2020-08-18T19:03:30Z,Open,2020-08-18T19:03:30Z,2020-09-30T19:03:30Z,Solid Waste,Service Response,"3515 EDMONDSON AVE, Baltimore City, 21229",21229,ALLENDALE,8,Southwestern,39.29373939950224,-76.67620560153273,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6762056015327, 39.2937393995022)"
5004M00000epdJ6QAI,20-00596823,SW-HGW,API,2020-08-31T20:23:11Z,Open,2020-08-31T20:23:11Z,2020-10-14T20:23:11Z,Solid Waste,Service Response,"626 N GRANTLEY ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29512254885803,-76.67747493846792,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6774749384679, 39.295122548858)"
5004M00000epkN0QAI,20-00599679,SW-HGW,API,2020-09-01T18:53:30Z,Open,2020-09-01T18:53:30Z,2020-10-15T18:53:30Z,Solid Waste,Service Response,"615 LINNARD ST, Baltimore City, 21229",21229,EDGEWOOD,8,Southwestern,39.29462969552765,-76.67623380564821,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6762338056482, 39.2946296955276)"
5004M00000fWdXKQA0,20-00626017,SW-HGW,API,2020-09-11T17:58:14Z,Open,2020-09-11T17:58:14Z,2020-10-26T17:58:14Z,Solid Waste,Service Response,"3717 EDMONDSON AVE, Baltimore City, 21229",21229,ALLENDALE,8,Southwestern,39.29360988073035,-76.67911695707531,NA,NA,NA,NA,2020-10-06,1A,3600 EDMONDSON AV,HOMICIDE,Inside,FIREARM,815,SOUTHWEST,EDMONDSON VILLAGE,COMMON BUSINESS,1,16:08:00,NA,"c(-76.6791169570753, 39.2936098807304)"
