srrecordid,servicerequestnum,srtype,methodreceived,createddate,srstatus,statusdate,duedate,agency,lastactivity,address,zipcode,neighborhood,councildistrict,policedistrict,geolocation.latitude,geolocation.longitude,geolocation.human_address,lastactivitydate,outcome,closedate,crimedate,crimetime,crimecode,location,description,inside_outside,weapon,post,district,neighborhood.1,premise,total_incidents,vri_name1,geometry
5004M00000fWbAUQA0,20-00624828,SW-HGW,API,2020-09-11T13:18:52Z,Open,2020-09-11T13:18:52Z,2020-10-26T13:18:52Z,Solid Waste,Service Response,"1644 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.321740968430326,-76.59371357391173,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5937135739117, 39.3217409684303)"
5004M00000fWbJzQAK,20-00624884,SW-HGW,API,2020-09-11T13:28:30Z,Open,2020-09-11T13:28:30Z,2020-10-26T13:28:30Z,Solid Waste,Service Response,"1638 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.321830612989075,-76.59384073659298,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.593840736593, 39.3218306129891)"
5004M00000fX0bzQAC,20-00636128,SW-HGW,API,2020-09-16T15:03:21Z,Open,2020-09-16T15:03:21Z,2020-10-29T15:03:21Z,Solid Waste,Service Response,"1635 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32233818774763,-76.5938844015187,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5938844015187, 39.3223381877476)"
5004M00000fYgfPQAS,20-00682439,SW-HGW,API,2020-10-05T17:53:33Z,Open,2020-10-05T17:53:33Z,2020-11-19T17:53:33Z,Solid Waste,Service Response,"1554 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32279615493499,-76.59544964026364,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5954496402636, 39.322796154935)"
5004M00000fYgNGQA0,20-00682245,SW-HGW,API,2020-10-05T17:13:15Z,Open,2020-10-05T17:13:15Z,2020-11-19T17:13:15Z,Solid Waste,Service Response,"1542 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322955748348654,-76.59570604582795,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.595706045828, 39.3229557483487)"
5004M00000fYhLfQAK,20-00682881,SW-HGW,API,2020-10-05T19:13:30Z,Open,2020-10-05T19:13:30Z,2020-11-19T19:13:30Z,Solid Waste,Service Response,"1547 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322567743810644,-76.59563719776949,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5956371977695, 39.3225677438106)"
5004M00000fYhDWQA0,20-00682803,SW-HGW,API,2020-10-05T18:53:51Z,Open,2020-10-05T18:53:51Z,2020-11-19T18:53:50Z,Solid Waste,Service Response,"1531 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322817798414,-76.59603141808293,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5960314180829, 39.322817798414)"
5004M00000fYhIMQA0,20-00682843,SW-HGW,API,2020-10-05T19:03:21Z,Open,2020-10-05T19:03:21Z,2020-11-19T19:03:21Z,Solid Waste,Service Response,"1545 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32259252966347,-76.59567098035718,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5956709803572, 39.3225925296635)"
5004M00000fYhJiQAK,20-00682977,SW-HGW,API,2020-10-05T19:33:47Z,Open,2020-10-05T19:33:47Z,2020-11-19T19:33:47Z,Solid Waste,Service Response,"1563 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32236539866331,-76.59530941148722,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5953094114872, 39.3223653986633)"
5004M00000fYokeQAC,20-00685530,SW-Cleaning,API,2020-10-06T18:13:09Z,Open,2020-10-06T18:13:09Z,2020-11-20T18:13:09Z,Solid Waste,Service Response,"1604 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32223824149983,-76.5945725537956,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5945725537956, 39.3222382414998)"
5004M00000fYolDQAS,20-00685537,SW-Cleaning,API,2020-10-06T18:13:41Z,Open,2020-10-06T18:13:40Z,2020-11-20T18:13:40Z,Solid Waste,Service Response,"1606 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32221392465802,-76.59453202296704,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.594532022967, 39.322213924658)"
5004M00000fYouBQAS,20-00685627,SW-Cleaning,API,2020-10-06T18:33:38Z,Open,2020-10-06T18:33:38Z,2020-11-20T18:33:38Z,Solid Waste,Service Response,"1601 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.3221819243122,-76.59507322305666,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5950732230567, 39.3221819243122)"
5004M00000fYp5yQAC,20-00685826,SW-HGW,API,2020-10-06T19:23:14Z,Open,2020-10-06T19:23:14Z,2020-11-20T19:23:14Z,Solid Waste,Service Response,"1617 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.321993039781056,-76.59473833263692,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5947383326369, 39.3219930397811)"
5004M00000fYp7EQAS,20-00685737,SW-Cleaning,API,2020-10-06T19:04:00Z,Open,2020-10-06T19:04:00Z,2020-11-20T19:04:00Z,Solid Waste,Service Response,"1605 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32213860700641,-76.59498583250968,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5949858325097, 39.3221386070064)"
5004M00000fYp7nQAC,20-00685744,SW-HGW,API,2020-10-06T19:04:50Z,Open,2020-10-06T19:04:49Z,2020-11-20T19:04:49Z,Solid Waste,Service Response,"1609 CARSWELL ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322087349619984,-76.59490330036506,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5949033003651, 39.32208734962)"
5004M00000fYufCQAS,20-00687789,SW-HGW,API,2020-10-07T15:18:11Z,Open,2020-10-07T15:18:11Z,2020-11-24T15:18:11Z,Solid Waste,Service Response,"2800 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32336543499011,-76.59435307871058,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5943530787106, 39.3233654349901)"
5004M00000fYuGRQA0,20-00687633,SW-HGW,API,2020-10-07T14:58:36Z,Open,2020-10-07T14:58:36Z,2020-11-24T14:58:36Z,Solid Waste,Service Response,"2801 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.323047199979264,-76.59396921526397,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.593969215264, 39.3230471999793)"
5004M00000fYuOoQAK,20-00687635,SW-HGW,API,2020-10-07T14:58:45Z,Open,2020-10-07T14:58:45Z,2020-11-24T14:58:45Z,Solid Waste,Service Response,"2700 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32306845721391,-76.5945789406221,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5945789406221, 39.3230684572139)"
5004M00000fYuSDQA0,20-00687718,SW-HGW,API,2020-10-07T15:09:30Z,Open,2020-10-07T15:09:30Z,2020-11-24T15:09:30Z,Solid Waste,Service Response,"2710 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32321323539719,-76.59442359589649,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5944235958965, 39.3232132353972)"
5004M00000fYuSYQA0,20-00687702,SW-HGW,API,2020-10-07T15:08:42Z,Open,2020-10-07T15:08:42Z,2020-11-24T15:08:42Z,Solid Waste,Service Response,"2704 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32312798850645,-76.59451337012298,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.594513370123, 39.3231279885064)"
5004M00000fYuVlQAK,20-00687696,SW-HGW,API,2020-10-07T15:08:13Z,Open,2020-10-07T15:08:13Z,2020-11-24T15:08:13Z,Solid Waste,Service Response,"2702 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.3231011748707,-76.59454547530657,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5945454753066, 39.3231011748707)"
5004M00000fYuWjQAK,20-00687707,SW-HGW,API,2020-10-07T15:09:00Z,Open,2020-10-07T15:09:00Z,2020-11-24T15:09:00Z,Solid Waste,Service Response,"2706 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.3231560574364,-76.59448381139335,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5944838113933, 39.3231560574364)"
5004M00000fYuXNQA0,20-00687715,SW-HGW,API,2020-10-07T15:09:20Z,Open,2020-10-07T15:09:20Z,2020-11-24T15:09:20Z,Solid Waste,Service Response,"2708 KENNEDY AVE, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32318288486659,-76.59445615077887,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5944561507789, 39.3231828848666)"
5004M00000fZ31MQAS,20-00691519,SW-HGW,API,2020-10-08T17:18:29Z,Open,2020-10-08T17:18:29Z,2020-11-25T17:18:29Z,Solid Waste,Service Response,"1539 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32332862590191,-76.59544445907135,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5954444590713, 39.3233286259019)"
5004M00000fZ35sQAC,20-00691551,SW-Cleaning,API,2020-10-08T17:28:09Z,Open,2020-10-08T17:28:09Z,2020-11-25T17:28:09Z,Solid Waste,Service Response,"1547 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.323225840758006,-76.59528762730491,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5952876273049, 39.323225840758)"
5004M00000fZ3dlQAC,20-00691923,SW-HGW,API,2020-10-08T18:38:28Z,Open,2020-10-08T18:38:28Z,2020-11-25T18:38:28Z,Solid Waste,Service Response,"1618 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32266877706045,-76.59382091398027,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5938209139803, 39.3226687770604)"
5004M00000fZ3ibQAC,20-00691986,SW-HGW,API,2020-10-08T18:48:19Z,Open,2020-10-08T18:48:19Z,2020-11-25T18:48:19Z,Solid Waste,Service Response,"1620 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32263925695524,-76.5937725313555,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5937725313555, 39.3226392569552)"
5004M00000fZ3S9QAK,20-00691804,SW-HGW,API,2020-10-08T18:13:11Z,Open,2020-10-08T18:13:11Z,2020-11-25T18:13:11Z,Solid Waste,Service Response,"1616 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322709837595575,-76.59386250973974,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5938625097397, 39.3227098375956)"
5004M00000fZ48jQAC,20-00692280,SW-HGW,API,2020-10-08T19:38:10Z,Open,2020-10-08T19:38:10Z,2020-11-25T19:38:10Z,Solid Waste,Service Response,"1633 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322364656522346,-76.59392137062241,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5939213706224, 39.3223646565223)"
5004M00000fZ4D5QAK,20-00692324,SW-HGW,API,2020-10-08T19:48:26Z,Open,2020-10-08T19:48:26Z,2020-11-25T19:48:26Z,Solid Waste,Service Response,"1625 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322436561429086,-76.5940419974972,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5940419974972, 39.3224365614291)"
5004M00000fZ4GsQAK,20-00692358,SW-HGW,API,2020-10-08T19:58:13Z,Open,2020-10-08T19:58:13Z,2020-11-25T19:58:13Z,Solid Waste,Service Response,"1627 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32241634705424,-76.59400825353394,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5940082535339, 39.3224163470542)"
5004M00000fZAZ2QAO,20-00694841,SW-HGW,API,2020-10-09T18:59:21Z,Open,2020-10-09T18:59:21Z,2020-11-26T18:59:21Z,Solid Waste,Service Response,"2798 1/2 THE ALAMEDA, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32302966724388,-76.59324855224689,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5932485522469, 39.3230296672439)"
5004M00000fa36yQAA,20-00717746,SW-HGW,API,2020-10-20T17:58:34Z,Open,2020-10-20T17:58:34Z,2020-12-04T17:58:34Z,Solid Waste,Service Response,"1514 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32406281023073,-76.59450592388336,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5945059238834, 39.3240628102307)"
5004M00000fa3BEQAY,20-00717743,SW-HGW,API,2020-10-20T17:58:19Z,Open,2020-10-20T17:58:19Z,2020-12-04T17:58:18Z,Solid Waste,Service Response,"1504 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32406373721721,-76.59474472774008,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5947447277401, 39.3240637372172)"
5004M00000fa3JmQAI,20-00717819,SW-Cleaning,API,2020-10-20T18:18:20Z,Open,2020-10-20T18:18:20Z,2020-12-04T18:18:19Z,Solid Waste,Service Response,"1503 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.323722046137725,-76.59454165424623,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5945416542462, 39.3237220461377)"
5004M00000fa3mbQAA,20-00718117,SW-HGW,API,2020-10-20T19:08:53Z,Open,2020-10-20T19:08:53Z,2020-12-04T19:08:53Z,Solid Waste,Service Response,"1507 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32372312210418,-76.59444229012387,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5944422901239, 39.3237231221042)"
5004M00000fa3MCQAY,20-00717837,SW-Cleaning,API,2020-10-20T18:23:20Z,Open,2020-10-20T18:23:20Z,2020-12-04T18:23:20Z,Solid Waste,Service Response,"1536 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32405927609477,-76.59397692911575,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5939769291158, 39.3240592760948)"
5004M00000fa3VAQAY,20-00717927,SW-HGW,API,2020-10-20T18:38:42Z,Open,2020-10-20T18:38:42Z,2020-12-04T18:38:42Z,Solid Waste,Service Response,"1511 E 28TH ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32371665526991,-76.59434651807412,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5943465180741, 39.3237166552699)"
5004M00000fa9CtQAI,20-00720030,SW-HGW,API,2020-10-21T15:13:38Z,Open,2020-10-21T15:13:38Z,2020-12-07T15:13:38Z,Solid Waste,Service Response,"1653 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32209727610022,-76.59349524928314,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5934952492831, 39.3220972761002)"
5004M00000fa9d2QAA,20-00720292,SW-HGW,API,2020-10-21T15:53:29Z,Open,2020-10-21T15:53:29Z,2020-12-07T15:53:29Z,Solid Waste,Service Response,"1569 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32292420597829,-76.59480642751886,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5948064275189, 39.3229242059783)"
5004M00000fa9h9QAA,20-00720333,SW-HGW,API,2020-10-21T16:03:42Z,Open,2020-10-21T16:03:42Z,2020-12-07T16:03:42Z,Solid Waste,Service Response,"1563 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32299625710611,-76.59492236428346,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5949223642835, 39.3229962571061)"
5004M00000fa9kMQAQ,20-00720330,SW-HGW,API,2020-10-21T16:03:11Z,Open,2020-10-21T16:03:11Z,2020-12-07T16:03:11Z,Solid Waste,Service Response,"1565 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32297509091479,-76.59488301977689,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5948830197769, 39.3229750909148)"
5004M00000fa9OqQAI,20-00720248,SW-HGW,API,2020-10-21T15:44:22Z,Open,2020-10-21T15:44:22Z,2020-12-07T15:44:22Z,Solid Waste,Service Response,"1571 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.322901825876095,-76.59476451448724,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5947645144872, 39.3229018258761)"
5004M00000fa9qjQAA,20-00720380,SW-HGW,API,2020-10-21T16:13:19Z,Open,2020-10-21T16:13:19Z,2020-12-07T16:13:19Z,Solid Waste,Service Response,"1564 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32319481981754,-76.5946909514886,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5946909514886, 39.3231948198175)"
5004M00000fa9RjQAI,20-00720173,SW-HGW,API,2020-10-21T15:33:11Z,Open,2020-10-21T15:33:10Z,2020-12-07T15:33:10Z,Solid Waste,Service Response,"1575 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32284801651796,-76.59469454632011,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5946945463201, 39.322848016518)"
5004M00000fa9xVQAQ,20-00720432,SW-HGW,API,2020-10-21T16:23:21Z,Open,2020-10-21T16:23:21Z,2020-12-07T16:23:21Z,Solid Waste,Service Response,"1639 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32229546360284,-76.59380374541814,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5938037454181, 39.3222954636028)"
5004M00000fa9ZJQAY,20-00720238,SW-HGW,API,2020-10-21T15:43:39Z,Open,2020-10-21T15:43:39Z,2020-12-07T15:43:39Z,Solid Waste,Service Response,"1573 ABBOTSTON ST, Baltimore City, 21218",21218,COLDSTREAM HOMESTEAD MONTEBELLO,14,Northeastern,39.32287442735602,-76.59473047808181,NA,NA,NA,NA,2020-10-31,17:20:00,9S,1600 ABBOTSTON ST,SHOOTING,Outside,FIREARM,411,NORTHEAST,COLDSTREAM HOMESTEAD MONTEBELLO,STREET,1,NA,"c(-76.5947304780818, 39.322874427356)"
